03/07/2019 18:47:33: INFO: Calibrating joint 0.
03/07/2019 18:47:33: INFO: Motor control box disconnected.
03/07/2019 18:47:33: INFO: Motor control box connected to /dev/ttyUSB0.
03/07/2019 18:47:57: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:57: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:57: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:57: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:57: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:57: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:57: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:57: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:58: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Moving motor 0 to position 0 degrees
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Moving motor 0 to position 20 degrees
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:47:59: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Moving motor 0 to position 30 degrees
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:00: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:01: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:02: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:03: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 300 degrees.
03/07/2019 18:48:04: INFO: Joint 0 moved to 320 degrees.
